title,link,date_published,text,like_count,reply_parent_id,source,cleaned_text,tokenized_text,topic,topic_probability,sentiment,sentiment_confidence,negative_score,neutral_score,positive_score,emotion,emotion_confidence,emotion_anger,emotion_disgust,emotion_fear,emotion_joy,emotion_neutral,emotion_sadness,emotion_surprise
Thank you Beybi Em! Best president ever in all history of the Philippines! hahaha,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgyNycbkEAC39TD2yNh4AaABAg,2025-11-13 15:43:34,Thank you Beybi Em! Best president ever in all history of the Philippines! hahaha,1.0,,youtube,thank beybi em best president ever history philippines hahaha,"['thank', 'beybi', 'em', 'best', 'president', 'ever', 'history', 'philippines', 'hahaha']",11,0.1618818908059228,neutral,0.9998409748077393,2.765359022305347e-05,0.9998409748077393,0.0001313271204708144,joy,0.8966748118400574,0.002489091595634818,0.00038574106292799115,0.0006711541209369898,0.8966748118400574,0.02068936452269554,0.0068588582798838615,0.0722309872508049
"Legasiya yan ni Digong na tinuloy ng BBM admin. Salamat at gumalaw si BBM ngayon, nalalaman natin ang mga ganitong bagay. Noon pang panahon ni Du30 ang ghost project, he even talked about it, pero wala naman ginawa. Wala rin naparusahan o nakulong.",https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgyNycbkEAC39TD2yNh4AaABAg.APSmXrDqtHoAPTC_HQpPb0,2025-11-13 19:39:49,"Legasiya yan ni Digong na tinuloy ng BBM admin. Salamat at gumalaw si BBM ngayon, nalalaman natin ang mga ganitong bagay. Noon pang panahon ni Du30 ang ghost project, he even talked about it, pero wala naman ginawa. Wala rin naparusahan o nakulong.",0.0,UgyNycbkEAC39TD2yNh4AaABAg,youtube,legasiya digong tinuloy bbm admin salamat gumalaw bbm nalalaman ganitong bagay pang panahon du ghost project even talked ginawa naparusahan nakulong,"['legasiya', 'digong', 'tinuloy', 'bbm', 'admin', 'salamat', 'gumalaw', 'bbm', 'nalalaman', 'ganitong', 'bagay', 'pang', 'panahon', 'du', 'ghost', 'project', 'even', 'talked', 'ginawa', 'naparusahan', 'nakulong']",5,0.524452346370945,neutral,0.8994735479354858,0.00015138259914238006,0.8994735479354858,0.10037507861852646,neutral,0.5020994544029236,0.007650226820260286,0.004449277184903622,0.1942092925310135,0.026775317266583443,0.5020994544029236,0.0772763267159462,0.18754005432128906
Puro na lang kayo press release wala namang payda yan,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgxllbeBWW3B2Gelw9J4AaABAg,2025-11-13 15:34:14,Puro na lang kayo press release wala namang payda yan,0.0,,youtube,press release namang payda,"['press', 'release', 'namang', 'payda']",16,0.19972525547306974,positive,0.9999439716339111,1.6516334653715603e-05,3.955407009925693e-05,0.9999439716339111,neutral,0.7551765441894531,0.008331297896802425,0.002666629385203123,0.004422503989189863,0.030174313113093376,0.7551765441894531,0.035063423216342926,0.16416533291339874
"SINUNGALIN, PANO PAGKAKATIWALAAN YAN😂",https://www.youtube.com/watch?v=-df-UuhNLHw&lc=Ugy4d1wJgtaSma9MsK14AaABAg,2025-11-13 15:19:52,"SINUNGALIN, PANO PAGKAKATIWALAAN YAN😂",0.0,,youtube,sinungalin pano pagkakatiwalaan,"['sinungalin', 'pano', 'pagkakatiwalaan']",-1,0.21343494635052496,positive,0.9589922428131104,0.03907666355371475,0.001931079663336277,0.9589922428131104,neutral,0.7317862510681152,0.013955427333712578,0.005278690718114376,0.00910373218357563,0.08806164562702179,0.7317862510681152,0.04680649936199188,0.10500776767730713
m lng dba billion na,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgyXysaBtF4TMQh2NTV4AaABAg,2025-11-13 14:29:38,m lng dba billion na,0.0,,youtube,dba billion,"['dba', 'billion']",8,1.0,negative,0.9998520612716675,0.9998520612716675,0.0001383217313559726,9.624532140151132e-06,neutral,0.6734828948974609,0.016091302037239075,0.007411760278046131,0.005537716206163168,0.03558608517050743,0.6734828948974609,0.06797093152999878,0.1939193457365036
Please wag mga dilis ang ikulong nyo...dapat sagad sa itaas kung saan andun ang mga dambuhalang buwaya sa gobyerno.🤬🇵🇭✊,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=Ugxark6iiETpUjCKXcJ4AaABAg,2025-11-13 14:19:17,Please wag mga dilis ang ikulong nyo...dapat sagad sa itaas kung saan andun ang mga dambuhalang buwaya sa gobyerno.🤬🇵🇭✊,0.0,,youtube,please wag dilis ikulong sagad itaas andun dambuhalang buwaya gobyerno,"['please', 'wag', 'dilis', 'ikulong', 'sagad', 'itaas', 'andun', 'dambuhalang', 'buwaya', 'gobyerno']",0,0.5438134602092365,negative,0.9997466206550598,0.9997466206550598,0.00024077409761957824,1.257368057849817e-05,neutral,0.7973003387451172,0.008465900085866451,0.0028757306281477213,0.006528341677039862,0.019839437678456306,0.7973003387451172,0.05653951317071915,0.10845071822404861
"Red flag , &quot;I am friends with eveybody&quot;",https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgxsFUtjhshtUnp1Zix4AaABAg,2025-11-13 13:50:47,"Red flag , ""I am friends with eveybody""",2.0,,youtube,red flag friends eveybody,"['red', 'flag', 'friends', 'eveybody']",-1,0.43202853652913475,positive,0.9998886585235596,1.4748426110600121e-05,9.656139445723966e-05,0.9998886585235596,neutral,0.7865978479385376,0.004997121170163155,0.0052505056373775005,0.0024573318660259247,0.014906062744557858,0.7865978479385376,0.01458759605884552,0.17120365798473358
Sayang ang pera ng taong bayan sa mga gastos nyo sa mga walang kwentang investigation na ginagawa nyo...yon lumipad na ang mga demonyo sa ibang bansa investigation pa rin kayo...,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgzK6BJdE89zY09PMfJ4AaABAg,2025-11-13 13:45:26,Sayang ang pera ng taong bayan sa mga gastos nyo sa mga walang kwentang investigation na ginagawa nyo...yon lumipad na ang mga demonyo sa ibang bansa investigation pa rin kayo...,1.0,,youtube,sayang pera taong bayan gastos kwentang investigation ginagawa yon lumipad demonyo bansa investigation,"['sayang', 'pera', 'taong', 'bayan', 'gastos', 'kwentang', 'investigation', 'ginagawa', 'yon', 'lumipad', 'demonyo', 'bansa', 'investigation']",-1,0.08472276818522534,neutral,0.8526447415351868,0.1472768783569336,0.8526447415351868,7.834984717192128e-05,neutral,0.7922192811965942,0.020950302481651306,0.008013639599084854,0.02385430596768856,0.025866247713565826,0.7922192811965942,0.03985122591257095,0.0892450213432312
Alam nyo puro kayo ghost project puro kayo curruption wala naman kayong nakasuhan na mga Senator or congressman...puro kayo press conference press conference...,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgwbXSAdJbi0_7CXpux4AaABAg,2025-11-13 13:43:49,Alam nyo puro kayo ghost project puro kayo curruption wala naman kayong nakasuhan na mga Senator or congressman...puro kayo press conference press conference...,1.0,,youtube,alam ghost project curruption kayong nakasuhan senator congressman press conference press conference,"['alam', 'ghost', 'project', 'curruption', 'kayong', 'nakasuhan', 'senator', 'congressman', 'press', 'conference', 'press', 'conference']",5,0.09516614919750002,negative,0.9998853206634521,0.9998853206634521,8.40236316435039e-06,0.00010635899525368586,neutral,0.53465735912323,0.014111279509961605,0.009165490977466106,0.20398786664009094,0.011143025010824203,0.53465735912323,0.02214682847261429,0.20478810369968414
Kaw na magaling saltik,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgwbXSAdJbi0_7CXpux4AaABAg.APSZpmqNPCUAPSgrJCwRco,2025-11-13 14:53:55,Kaw na magaling saltik,0.0,UgwbXSAdJbi0_7CXpux4AaABAg,youtube,kaw magaling saltik,"['kaw', 'magaling', 'saltik']",0,0.26743996060837394,positive,0.9990549683570862,9.69887878454756e-06,0.0009353460045531392,0.9990549683570862,neutral,0.7783717513084412,0.017402205616235733,0.019261833280324936,0.008684970438480377,0.0740000307559967,0.7783717513084412,0.04525406286120415,0.05702514946460724
Kaw na magaling saltik,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgwbXSAdJbi0_7CXpux4AaABAg.APSZpmqNPCUAPSgyr3R5zz,2025-11-13 14:54:57,Kaw na magaling saltik,0.0,UgwbXSAdJbi0_7CXpux4AaABAg,youtube,kaw magaling saltik,"['kaw', 'magaling', 'saltik']",0,0.25532511608113956,positive,0.9990549683570862,9.69887878454756e-06,0.0009353460045531392,0.9990549683570862,neutral,0.7783717513084412,0.017402205616235733,0.019261833280324936,0.008684970438480377,0.0740000307559967,0.7783717513084412,0.04525406286120415,0.05702514946460724
"Paano yan wala na yung mga kakasuhan nakaalis na ng bansa,bakit kasi ngayun lang wala na,,",https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgyPgrMjRrNY1it79Qd4AaABAg,2025-11-13 13:35:32,"Paano yan wala na yung mga kakasuhan nakaalis na ng bansa,bakit kasi ngayun lang wala na,,",4.0,,youtube,kakasuhan nakaalis bansa ngayun,"['kakasuhan', 'nakaalis', 'bansa', 'ngayun']",-1,0.05340083523103796,negative,0.9995427131652832,0.9995427131652832,3.473976903478615e-05,0.0004225048469379544,neutral,0.6954165101051331,0.018320776522159576,0.01231025718152523,0.02678549475967884,0.04088176041841507,0.6954165101051331,0.08099091798067093,0.1252942681312561
Umasa tayo sa next elections yung mga pangalan na yan mag aapear uli sa baloto.  Hihi!,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=Ugxix9UL-Y23ceN2ZPV4AaABAg,2025-11-13 13:10:11,Umasa tayo sa next elections yung mga pangalan na yan mag aapear uli sa baloto.  Hihi!,2.0,,youtube,umasa next elections pangalan aapear uli baloto hihi,"['umasa', 'next', 'elections', 'pangalan', 'aapear', 'uli', 'baloto', 'hihi']",3,1.0,positive,0.9704000949859619,7.114726031431928e-05,0.02952873520553112,0.9704000949859619,neutral,0.6267046332359314,0.032038088887929916,0.021809248253703117,0.048115458339452744,0.048716865479946136,0.6267046332359314,0.06658376008272171,0.1560320109128952
Iboboto lahat yan sila ng mga bobong DDliS 😂,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=Ugxix9UL-Y23ceN2ZPV4AaABAg.APSVzY5wmREAPSd1mSQXFJ,2025-11-13 14:20:32,Iboboto lahat yan sila ng mga bobong DDliS 😂,0.0,Ugxix9UL-Y23ceN2ZPV4AaABAg,youtube,iboboto bobong ddlis,"['iboboto', 'bobong', 'ddlis']",0,0.9203232824177399,positive,0.9999520778656006,1.3863766980648506e-05,3.401159483473748e-05,0.9999520778656006,neutral,0.8052743077278137,0.004615225363522768,0.002750241197645664,0.0024676371831446886,0.03463463857769966,0.8052743077278137,0.03992382436990738,0.11033405363559723
Sickening Hypocrisy 🤢🤮,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgwPnH-CczKN0vKmPr14AaABAg,2025-11-13 12:59:40,Sickening Hypocrisy 🤢🤮,2.0,,youtube,sickening hypocrisy,"['sickening', 'hypocrisy']",0,0.6167276122860771,negative,0.9869084358215332,0.9869084358215332,1.8276123228133656e-05,0.013073313981294632,sadness,0.9271087646484375,0.008506564423441887,0.045196156948804855,0.007224290166050196,0.001571661327034235,0.006537743844091892,0.9271087646484375,0.0038548659067600965
"Grabe ang lakas ng loob ng mga ito na magnakaw ng pera ng taong bayan. Talagang walang ginawa na proyekto, kung hindi ninakaw lang talaga ang pera ng taong bayan. Ang lulupit niyong mga tao.",https://www.youtube.com/watch?v=-df-UuhNLHw&lc=Ugzu0Iu596UP_Dtecxl4AaABAg,2025-11-13 12:56:42,"Grabe ang lakas ng loob ng mga ito na magnakaw ng pera ng taong bayan. Talagang walang ginawa na proyekto, kung hindi ninakaw lang talaga ang pera ng taong bayan. Ang lulupit niyong mga tao.",3.0,,youtube,grabe lakas loob magnakaw pera taong bayan talagang ginawa proyekto ninakaw talaga pera taong bayan lulupit niyong tao,"['grabe', 'lakas', 'loob', 'magnakaw', 'pera', 'taong', 'bayan', 'talagang', 'ginawa', 'proyekto', 'ninakaw', 'talaga', 'pera', 'taong', 'bayan', 'lulupit', 'niyong', 'tao']",10,0.08239872204257886,negative,0.9999319314956665,0.9999319314956665,6.135810690466315e-05,6.7186392698204145e-06,neutral,0.7070570588111877,0.022070525214076042,0.007697663735598326,0.014270356856286526,0.05964944139122963,0.7070570588111877,0.06502904742956161,0.124225914478302
hinahanap p muna lahat ng ghost e di tumamatagal kaya nakapuslit gaya ni bunuan 😂😂😂,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgxMbAJYQOwCMflwp694AaABAg,2025-11-13 12:35:59,hinahanap p muna lahat ng ghost e di tumamatagal kaya nakapuslit gaya ni bunuan 😂😂😂,1.0,,youtube,hinahanap p muna ghost e tumamatagal nakapuslit gaya bunuan,"['hinahanap', 'p', 'muna', 'ghost', 'e', 'tumamatagal', 'nakapuslit', 'gaya', 'bunuan']",5,0.38068680336742544,negative,0.999969482421875,0.999969482421875,1.8333576008444652e-05,1.2175162737548817e-05,fear,0.6112776398658752,0.007230931892991066,0.004228558856993914,0.6112776398658752,0.036721743643283844,0.08417578786611557,0.05265210196375847,0.20371326804161072
D ikaw na mag imbestiga bka mas magaling ka.,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgxMbAJYQOwCMflwp694AaABAg.APSS4-ZI5S8APSUUsqQycC,2025-11-13 12:57:08,D ikaw na mag imbestiga bka mas magaling ka.,3.0,UgxMbAJYQOwCMflwp694AaABAg,youtube,imbestiga bka mas magaling,"['imbestiga', 'bka', 'mas', 'magaling']",-1,0.41607341903345196,neutral,0.9999403953552246,4.117420030524954e-05,0.9999403953552246,1.853496542025823e-05,neutral,0.3755137026309967,0.059858836233615875,0.038423676043748856,0.16854886710643768,0.0710877850651741,0.3755137026309967,0.1647121012210846,0.12185503542423248
Kaylangan may kongkretong ebedensya bago ka magsampa ng kaso kuda ka ng kuda d ikaw na mag imbestiga,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgxMbAJYQOwCMflwp694AaABAg.APSS4-ZI5S8APSUchzSP6_,2025-11-13 12:58:20,Kaylangan may kongkretong ebedensya bago ka magsampa ng kaso kuda ka ng kuda d ikaw na mag imbestiga,4.0,UgxMbAJYQOwCMflwp694AaABAg,youtube,kaylangan kongkretong ebedensya magsampa kaso kuda kuda imbestiga,"['kaylangan', 'kongkretong', 'ebedensya', 'magsampa', 'kaso', 'kuda', 'kuda', 'imbestiga']",-1,0.16500884953719314,negative,0.9999325275421143,0.9999325275421143,5.210055678617209e-05,1.5353438357124105e-05,neutral,0.7260916233062744,0.017002342268824577,0.008934401907026768,0.009056000038981438,0.05897357687354088,0.7260916233062744,0.04818926751613617,0.1317528337240219
pambihira hinihintay p nyo tumakas kahit isang ghost project kinasangkutan  kulong  na agad iniipon p nyo tagal tuloy,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgzuiA5xVR2bU7slmaR4AaABAg,2025-11-13 12:31:40,pambihira hinihintay p nyo tumakas kahit isang ghost project kinasangkutan  kulong  na agad iniipon p nyo tagal tuloy,1.0,,youtube,pambihira hinihintay p tumakas isang ghost project kinasangkutan kulong agad iniipon p tagal tuloy,"['pambihira', 'hinihintay', 'p', 'tumakas', 'isang', 'ghost', 'project', 'kinasangkutan', 'kulong', 'agad', 'iniipon', 'p', 'tagal', 'tuloy']",5,0.6871879557962401,negative,0.999956488609314,0.999956488609314,3.516301512718201e-05,8.316484127135482e-06,fear,0.38196662068367004,0.020325608551502228,0.013196926563978195,0.38196662068367004,0.034939758479595184,0.2723954916000366,0.1395363211631775,0.13763926923274994
Style Digong BA gusto mo😅😂 <br>Tapos acquit o mababasura LNG? Like Delima case 😅,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgzuiA5xVR2bU7slmaR4AaABAg.APSR_NwN2P8APSUOk-lBfv,2025-11-13 12:56:17,"Style Digong BA gusto mo😅😂 
Tapos acquit o mababasura LNG? Like Delima case 😅",2.0,UgzuiA5xVR2bU7slmaR4AaABAg,youtube,style digong gusto tapos acquit mababasura like delima case,"['style', 'digong', 'gusto', 'tapos', 'acquit', 'mababasura', 'like', 'delima', 'case']",-1,0.3693262271028679,negative,0.9979690909385681,0.9979690909385681,0.0020020967349410057,2.8755050152540207e-05,neutral,0.680116593837738,0.04784848168492317,0.009901291690766811,0.012273053638637066,0.06571203470230103,0.680116593837738,0.0199607964605093,0.1641877144575119
"Anong petsa na wala pa nakukulong puro kaso at investigation ang nahuli sapsap  yung nag nakaw ng mangga kulong agad bulok na sistema,",https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgxLrvVMxEZXqdEHUoR4AaABAg,2025-11-13 12:18:18,"Anong petsa na wala pa nakukulong puro kaso at investigation ang nahuli sapsap  yung nag nakaw ng mangga kulong agad bulok na sistema,",1.0,,youtube,anong petsa nakukulong kaso investigation nahuli sapsap nag nakaw mangga kulong agad bulok sistema,"['anong', 'petsa', 'nakukulong', 'kaso', 'investigation', 'nahuli', 'sapsap', 'nag', 'nakaw', 'mangga', 'kulong', 'agad', 'bulok', 'sistema']",2,1.0,negative,0.9999476671218872,0.9999476671218872,4.4517280912259594e-05,7.87665067036869e-06,neutral,0.6656810641288757,0.030157506465911865,0.010599927045404911,0.04537289962172508,0.033696047961711884,0.6656810641288757,0.06166697293519974,0.15282557904720306
buwisit hinahap p lahat di pa kasuhan at ikulong,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgxLrvVMxEZXqdEHUoR4AaABAg.APSQ2R_PwFCAPSRwC2D1Is,2025-11-13 12:34:47,buwisit hinahap p lahat di pa kasuhan at ikulong,1.0,UgxLrvVMxEZXqdEHUoR4AaABAg,youtube,buwisit hinahap p kasuhan ikulong,"['buwisit', 'hinahap', 'p', 'kasuhan', 'ikulong']",-1,0.16080268730515745,negative,0.9999327659606934,0.9999327659606934,6.032329474692233e-05,6.925323305040365e-06,neutral,0.6004879474639893,0.013384193181991577,0.007688374724239111,0.011652925051748753,0.07045135647058487,0.6004879474639893,0.07374903559684753,0.22258616983890533
Meron po nahuli.  Utot lang ang nahuli.,https://www.youtube.com/watch?v=-df-UuhNLHw&lc=UgxLrvVMxEZXqdEHUoR4AaABAg.APSQ2R_PwFCAPSW27pzxGx,2025-11-13 13:10:41,Meron po nahuli.  Utot lang ang nahuli.,1.0,UgxLrvVMxEZXqdEHUoR4AaABAg,youtube,nahuli utot nahuli,"['nahuli', 'utot', 'nahuli']",0,0.40916636925132055,negative,0.9999673366546631,0.9999673366546631,1.8388554963166825e-05,1.4306141565612052e-05,neutral,0.9082546234130859,0.01226091105490923,0.021229585632681847,0.005097631365060806,0.012894885614514351,0.9082546234130859,0.012573042884469032,0.027689404785633087
